station,valid, tmpf ,  vsby
NYC,3/8/04 22:51,33.98,10
NYC,3/8/04 23:51,35.06,10
NYC,3/9/04 0:51,35.96,10
NYC,3/9/04 1:51,35.96,10
NYC,3/9/04 2:51,35.96,10
NYC,3/9/04 3:51,35.96,10
NYC,3/9/04 4:51,35.96,10
NYC,3/9/04 5:51,35.06,8
NYC,3/9/04 6:51,35.96,10
NYC,3/9/04 7:51,35.96,8
NYC,3/9/04 8:51,37.04,10
NYC,3/9/04 9:51,37.94,10
NYC,3/9/04 10:51,39.02,10
NYC,3/9/04 11:51,39.02,9
NYC,3/9/04 12:51,37.94,10
NYC,3/9/04 13:51,39.02,9
NYC,3/9/04 14:51,41,10
NYC,3/9/04 15:51,39.02,10
NYC,3/9/04 16:51,36,5
NYC,3/9/04 17:51,37.04,10
NYC,3/9/04 18:51,37.04,10
NYC,3/9/04 19:51,37.94,10
NYC,3/9/04 20:51,37.04,10
NYC,3/9/04 21:51,37.04,9
NYC,3/9/04 22:51,37.94,10
NYC,3/9/04 23:51,37.94,10
NYC,3/10/04 0:51,37.04,10
NYC,3/10/04 1:51,35.96,10
NYC,3/10/04 2:51,35.96,10
NYC,3/10/04 3:51,35.6,10
NYC,3/10/04 4:51,35.96,10
NYC,3/10/04 5:51,35.06,10
NYC,3/10/04 6:51,35.06,10
NYC,3/10/04 7:51,35.06,10
NYC,3/10/04 8:51,35.96,10
NYC,3/10/04 9:51,35.96,10
NYC,3/10/04 10:51,37.94,10
NYC,3/10/04 11:51,41,10
NYC,3/10/04 12:51,41,10
NYC,3/10/04 13:51,42.08,10
NYC,3/10/04 14:51,42.08,10
NYC,3/10/04 15:51,42.98,10
NYC,3/10/04 16:51,41,10
NYC,3/10/04 17:51,42.08,10
NYC,3/10/04 18:51,41,10
NYC,3/10/04 19:51,39.92,10
NYC,3/10/04 20:51,39.02,10
NYC,3/10/04 21:51,39.02,10
NYC,3/10/04 22:51,37.94,10
NYC,3/10/04 23:51,37.4,10
NYC,3/11/04 0:51,37.04,10
NYC,3/11/04 1:51,35.6,10
NYC,3/11/04 2:51,35.96,10
NYC,3/11/04 3:51,35.96,10
NYC,3/11/04 4:51,35.96,10
NYC,3/11/04 5:51,35.96,10
NYC,3/11/04 6:51,35.96,10
NYC,3/11/04 7:51,37.94,10
NYC,3/11/04 8:51,39.92,10
NYC,3/11/04 9:51,44.06,10
NYC,3/11/04 10:51,48.02,10
NYC,3/11/04 11:51,50,10
NYC,3/11/04 12:51,51.98,10
NYC,3/11/04 13:51,53.06,10
NYC,3/11/04 14:51,55.04,10
NYC,3/11/04 15:51,55.94,10
NYC,3/11/04 16:51,55.04,10
NYC,3/11/04 17:51,53.06,10
NYC,3/11/04 18:51,51.98,10
NYC,3/11/04 19:51,51.98,10
NYC,3/11/04 20:51,51.08,10
NYC,3/11/04 21:51,51.08,10
NYC,3/11/04 22:51,50,10
NYC,3/11/04 23:51,48.92,10
NYC,3/12/04 0:51,48.02,10
NYC,3/12/04 1:51,46.94,10
NYC,3/12/04 2:51,46.4,10
NYC,3/12/04 3:51,44.96,10
NYC,3/12/04 4:51,44.06,10
NYC,3/12/04 5:51,44.06,10
NYC,3/12/04 6:51,44.06,10
NYC,3/12/04 7:51,39.92,6
NYC,3/12/04 8:51,39.92,10
NYC,3/12/04 9:51,39.92,10
NYC,3/12/04 10:51,39.02,10
NYC,3/12/04 11:51,39.92,10
NYC,3/12/04 12:51,39.02,10
NYC,3/12/04 13:51,39.92,10
NYC,3/12/04 14:51,39.02,10
NYC,3/12/04 15:51,39.92,10
NYC,3/12/04 16:51,39.92,10
NYC,3/12/04 17:51,39.92,10
NYC,3/12/04 18:51,39.02,10
NYC,3/12/04 19:51,37.94,10
NYC,3/12/04 20:51,37.04,10
NYC,3/12/04 21:51,37.04,10
NYC,3/12/04 22:51,35.96,10
NYC,3/12/04 23:51,35.06,10
NYC,3/13/04 0:51,33.98,10
NYC,3/13/04 1:51,33.08,10
NYC,3/13/04 2:51,32,10
NYC,3/13/04 3:51,30.92,10
NYC,3/13/04 4:51,30.02,10
NYC,3/13/04 5:51,30.92,10
NYC,3/13/04 6:51,30.92,10
NYC,3/13/04 7:51,30.02,10
NYC,3/13/04 8:51,30.92,10
NYC,3/13/04 9:51,33.08,10
NYC,3/13/04 10:51,35.06,10
NYC,3/13/04 11:51,37.04,10
NYC,3/13/04 12:51,39.02,10
NYC,3/13/04 13:51,42.08,10
NYC,3/13/04 14:51,42.08,10
NYC,3/13/04 15:51,42.08,10
NYC,3/13/04 16:51,41,10
NYC,3/13/04 17:51,39.02,10
NYC,3/13/04 18:51,37.04,10
NYC,3/13/04 19:51,35.96,10
NYC,3/13/04 20:51,35.06,10
NYC,3/13/04 21:51,33.98,10
NYC,3/13/04 22:51,33.08,10
NYC,3/13/04 23:51,32,10
NYC,3/14/04 0:51,30.92,10
NYC,3/14/04 1:51,30.02,10
NYC,3/14/04 2:51,30.02,10
NYC,3/14/04 3:51,28.94,10
NYC,3/14/04 4:51,28.94,10
NYC,3/14/04 5:51,28.04,10
NYC,3/14/04 6:51,28.94,10
NYC,3/14/04 7:51,30.92,10
NYC,3/14/04 8:51,33.08,10
NYC,3/14/04 9:51,35.06,10
NYC,3/14/04 10:51,37.94,10
NYC,3/14/04 11:51,37.94,10
NYC,3/14/04 12:51,37.94,10
NYC,3/14/04 13:51,37.94,10
NYC,3/14/04 14:51,37.04,10
NYC,3/14/04 15:51,37.94,10
NYC,3/14/04 16:51,39.02,10
NYC,3/14/04 17:51,39.92,10
NYC,3/14/04 18:51,39.92,10
NYC,3/14/04 19:51,41,10
NYC,3/14/04 20:51,41,10
NYC,3/14/04 21:51,42.08,10
NYC,3/14/04 22:51,42.98,10
NYC,3/14/04 23:51,44.06,10
NYC,3/15/04 0:51,44.96,10
NYC,3/15/04 1:51,44.6,10
NYC,3/15/04 2:51,44.06,10
NYC,3/15/04 3:51,44.06,10
NYC,3/15/04 4:51,44.06,10
NYC,3/15/04 5:51,46.04,10
NYC,3/15/04 6:51,44.96,10
NYC,3/15/04 7:51,48.02,10
NYC,3/15/04 8:51,50,10
NYC,3/15/04 9:51,51.08,10
NYC,3/15/04 10:51,51.98,10
NYC,3/15/04 11:51,53.96,10
NYC,3/15/04 12:51,55.94,10
NYC,3/15/04 13:48,57.02,10
NYC,3/15/04 13:51,57.02,10
NYC,3/15/04 14:51,57.02,10
NYC,3/15/04 15:51,57.92,10
NYC,3/15/04 16:51,57.02,10
NYC,3/15/04 17:51,53.96,10
NYC,3/15/04 18:51,53.06,10
NYC,3/15/04 19:51,51.98,10
NYC,3/15/04 20:51,48.92,10
NYC,3/15/04 21:51,46.94,10
NYC,3/15/04 22:51,44.96,10
NYC,3/15/04 23:51,42.98,10
NYC,3/16/04 0:51,39.92,10
NYC,3/16/04 1:51,37.94,10
NYC,3/16/04 2:51,37.04,10
NYC,3/16/04 3:51,35.06,10
NYC,3/16/04 4:51,35.06,10
NYC,3/16/04 5:51,35.06,10
NYC,3/16/04 6:51,35.06,10
NYC,3/16/04 7:51,35.06,10
NYC,3/16/04 8:51,35.06,10
NYC,3/16/04 9:51,35.06,10
NYC,3/16/04 10:51,30.92,0.25
NYC,3/16/04 11:51,30.92,0.5
NYC,3/16/04 12:51,32,0.25
NYC,3/16/04 13:51,32,0.25
NYC,3/16/04 14:51,32,1.25
NYC,3/16/04 15:51,32,0.25
NYC,3/16/04 16:51,32,0.25
NYC,3/16/04 17:51,32,0.25
NYC,3/16/04 18:51,32,3
NYC,3/16/04 19:51,30.92,4
NYC,3/16/04 20:51,30.92,4
NYC,3/16/04 21:51,30.02,1.25
NYC,3/16/04 22:51,28.94,2.5
NYC,3/16/04 23:51,28.94,10
NYC,3/17/04 0:51,28.94,3
NYC,3/17/04 1:51,28.04,1.75
NYC,3/17/04 2:51,28.94,9
NYC,3/17/04 3:51,28.94,10
NYC,3/17/04 4:51,28.04,10
NYC,3/17/04 5:51,28.04,10
NYC,3/17/04 6:51,26.96,10
NYC,3/17/04 7:51,26.96,5
NYC,3/17/04 8:51,28.94,6
NYC,3/17/04 9:51,28.94,7
NYC,3/17/04 10:51,28.94,3
NYC,3/17/04 11:51,30.02,4
NYC,3/17/04 12:51,30.02,2
NYC,3/17/04 13:51,30.02,2
NYC,3/17/04 14:51,30.02,2
NYC,3/17/04 15:51,30.02,5
NYC,3/17/04 16:51,30.02,2.5
NYC,3/17/04 17:51,28.94,2.5
NYC,3/17/04 18:51,28.94,1.5
NYC,3/17/04 19:51,28.94,4
NYC,3/17/04 20:51,28.94,6
NYC,3/17/04 21:51,28.94,7
NYC,3/17/04 22:51,28.94,1.75
NYC,3/17/04 23:51,28.94,3
NYC,3/18/04 0:51,28.04,2.5
NYC,3/18/04 1:51,28.04,2.5
NYC,3/18/04 2:51,28.04,4
NYC,3/18/04 3:51,28.04,8
NYC,3/18/04 4:51,28.94,9
NYC,3/18/04 5:51,28.94,8
NYC,3/18/04 6:51,28.94,0.5
NYC,3/18/04 7:51,28.94,0.75
NYC,3/18/04 8:51,30.92,5
NYC,3/18/04 9:51,33.08,10
NYC,3/18/04 10:51,33.98,9
NYC,3/18/04 11:51,35.06,10
NYC,3/18/04 12:51,37.04,10
NYC,3/18/04 13:51,37.4,10
NYC,3/18/04 14:51,39.02,10
NYC,3/18/04 15:51,39.02,10
NYC,3/18/04 16:51,39.02,10
NYC,3/18/04 17:51,37.04,10
NYC,3/18/04 18:51,35.96,10
NYC,3/18/04 19:51,35.96,10
NYC,3/18/04 20:51,37.04,10
NYC,3/18/04 21:51,37.04,10
NYC,3/18/04 22:51,37.94,9
NYC,3/18/04 23:51,37.04,7
NYC,3/19/04 0:51,35.96,5
NYC,3/19/04 1:51,35.96,7
NYC,3/19/04 2:51,35.06,3
NYC,3/19/04 3:51,33.08,1.5
NYC,3/19/04 4:51,32,0.75
NYC,3/19/04 5:51,33.08,1.5
NYC,3/19/04 6:51,33.08,1
NYC,3/19/04 7:51,33.08,1.25
NYC,3/19/04 8:51,33.08,1.25
NYC,3/19/04 9:51,33.98,5
NYC,3/19/04 10:51,35.06,10
NYC,3/19/04 11:51,37.94,10
NYC,3/19/04 12:51,37.94,10
NYC,3/19/04 13:51,39.92,10
NYC,3/19/04 14:51,39.02,10
NYC,3/19/04 15:51,41,10
NYC,3/19/04 16:51,41,10
NYC,3/19/04 17:51,39.92,10
NYC,3/19/04 18:51,39.92,10
NYC,3/19/04 19:51,39.02,10
NYC,3/19/04 20:51,37.94,10
NYC,3/19/04 21:51,37.04,10
NYC,3/19/04 22:51,35.96,10
NYC,3/19/04 23:51,35.06,10
NYC,3/20/04 0:51,35.06,10
NYC,3/20/04 1:51,33.98,10
NYC,3/20/04 2:51,33.08,10
NYC,3/20/04 3:51,33.08,10
NYC,3/20/04 4:51,33.08,10
NYC,3/20/04 5:51,33.08,10
NYC,3/20/04 6:51,33.98,10
NYC,3/20/04 7:51,37.04,10
NYC,3/20/04 8:51,39.02,10
NYC,3/20/04 9:51,39.92,10
NYC,3/20/04 10:51,41,10
NYC,3/20/04 11:51,44.06,10
NYC,3/20/04 12:51,44.96,10
NYC,3/20/04 13:51,44.96,10
NYC,3/20/04 14:51,46.94,10
NYC,3/20/04 15:51,44.96,10
NYC,3/20/04 16:51,44.96,9
NYC,3/20/04 17:51,44.96,9
NYC,3/20/04 18:51,42.98,10
NYC,3/20/04 19:51,42.98,10
NYC,3/20/04 20:51,42.98,10
NYC,3/20/04 21:51,44.06,10
NYC,3/20/04 22:51,44.06,10
NYC,3/20/04 23:51,42.98,4
NYC,3/21/04 0:51,42.08,4
NYC,3/21/04 1:51,42.98,5
NYC,3/21/04 2:51,42.98,6
NYC,3/21/04 3:51,42.08,6
NYC,3/21/04 4:51,42.98,7
NYC,3/21/04 5:51,42.98,8
NYC,3/21/04 6:51,44.06,7
NYC,3/21/04 7:51,44.96,9
NYC,3/21/04 8:51,48.02,10
NYC,3/21/04 9:51,48.02,10
NYC,3/21/04 10:51,48.02,10
NYC,3/21/04 11:51,48.02,10
NYC,3/21/04 12:51,46.04,10
NYC,3/21/04 13:51,46.04,10
NYC,3/21/04 14:51,46.94,10
NYC,3/21/04 15:51,46.04,10
NYC,3/21/04 16:51,44.06,10
NYC,3/21/04 17:51,39.92,10
NYC,3/21/04 18:51,37.94,10
NYC,3/21/04 19:51,35.06,10
NYC,3/21/04 20:51,33.08,10
NYC,3/21/04 21:51,30.92,10
NYC,3/21/04 22:51,30.02,10
NYC,3/21/04 23:51,30.02,10
NYC,3/22/04 0:51,28.94,10
NYC,3/22/04 1:51,28.94,10
NYC,3/22/04 2:51,28.04,10
NYC,3/22/04 3:51,28.04,10
NYC,3/22/04 4:51,26.96,10
NYC,3/22/04 5:51,26.06,10
NYC,3/22/04 6:51,24.98,10
NYC,3/22/04 7:51,24.98,10
NYC,3/22/04 8:51,26.06,10
NYC,3/22/04 9:51,28.94,10
NYC,3/22/04 10:51,28.94,10
NYC,3/22/04 11:51,30.02,10
NYC,3/22/04 12:51,33.08,10
NYC,3/22/04 13:51,33.98,10
NYC,3/22/04 14:51,33.98,10
NYC,3/22/04 15:51,33.98,10
NYC,3/22/04 16:51,33.98,10
NYC,3/22/04 17:51,32,10
NYC,3/22/04 18:51,30.92,10
NYC,3/22/04 19:51,30.02,10
NYC,3/22/04 20:51,28.94,10
NYC,3/22/04 21:51,28.04,10
NYC,3/22/04 22:51,26.96,10
NYC,3/22/04 23:51,26.06,10
NYC,3/23/04 0:51,26.06,10
NYC,3/23/04 1:51,24.98,10
NYC,3/23/04 2:51,24.98,10
NYC,3/23/04 3:51,24.08,10
NYC,3/23/04 4:51,24.08,10
NYC,3/23/04 5:51,24.98,10
NYC,3/23/04 6:51,26.96,10
NYC,3/23/04 7:51,30.02,10
NYC,3/23/04 8:51,30.92,10
NYC,3/23/04 9:51,33.98,10
NYC,3/23/04 10:51,35.96,10
NYC,3/23/04 11:51,39.02,10
NYC,3/23/04 12:51,39.92,10
NYC,3/23/04 13:51,42.98,10
NYC,3/23/04 14:51,44.06,10
NYC,3/23/04 15:51,44.96,10
NYC,3/23/04 16:51,44.96,10
NYC,3/23/04 17:51,44.96,10
NYC,3/23/04 18:51,44.96,10
NYC,3/23/04 19:51,42.98,10
NYC,3/23/04 20:51,41,10
NYC,3/23/04 21:51,41,10
NYC,3/23/04 22:51,41,10
NYC,3/23/04 23:51,39.92,10
NYC,3/24/04 0:51,39.92,10
NYC,3/24/04 1:51,39.02,10
NYC,3/24/04 2:51,37.94,10
NYC,3/24/04 3:51,37.04,10
NYC,3/24/04 4:51,37.94,10
NYC,3/24/04 5:51,37.04,10
NYC,3/24/04 6:51,37.94,10
NYC,3/24/04 7:51,41,10
NYC,3/24/04 8:51,44.96,10
NYC,3/24/04 9:51,50,10
NYC,3/24/04 10:51,53.96,10
NYC,3/24/04 11:51,57.92,10
NYC,3/24/04 12:51,59,10
NYC,3/24/04 13:51,57.92,10
NYC,3/24/04 14:51,55.04,10
NYC,3/24/04 15:51,53.06,10
NYC,3/24/04 16:51,51.98,10
NYC,3/24/04 17:51,50,10
NYC,3/24/04 18:51,48.92,10
NYC,3/24/04 19:51,51.08,10
NYC,3/24/04 20:51,53.96,10
NYC,3/24/04 21:51,51.08,10
NYC,3/24/04 22:51,50,10
NYC,3/24/04 23:51,48.02,10
NYC,3/25/04 0:51,50,10
NYC,3/25/04 1:51,48.02,10
NYC,3/25/04 2:51,46.94,10
NYC,3/25/04 3:51,44.96,10
NYC,3/25/04 4:51,44.06,10
NYC,3/25/04 5:51,46.04,10
NYC,3/25/04 6:51,46.94,10
NYC,3/25/04 7:51,48.02,10
NYC,3/25/04 8:51,48.92,10
NYC,3/25/04 9:51,48.92,10
NYC,3/25/04 10:51,46.94,4
NYC,3/25/04 11:51,48.92,6
NYC,3/25/04 12:51,50,10
NYC,3/25/04 13:51,50,10
NYC,3/25/04 14:51,48.92,10
NYC,3/25/04 15:51,51.08,10
NYC,3/25/04 16:51,51.08,10
NYC,3/25/04 17:51,50,10
NYC,3/25/04 18:51,48.92,10
NYC,3/25/04 19:51,48.92,10
NYC,3/25/04 20:51,48.92,10
NYC,3/25/04 21:51,48.92,10
NYC,3/25/04 22:51,48.92,10
NYC,3/25/04 23:51,48.02,10
NYC,3/26/04 0:51,48.02,10
NYC,3/26/04 1:51,48.02,10
NYC,3/26/04 2:51,46.94,10
NYC,3/26/04 3:51,46.04,10
NYC,3/26/04 4:51,44.96,8
NYC,3/26/04 5:51,44.96,7
NYC,3/26/04 6:51,46.04,8
NYC,3/26/04 7:51,51.08,10
NYC,3/26/04 8:51,53.96,9
NYC,3/26/04 9:51,55.04,10
NYC,3/26/04 10:51,57.02,10
NYC,3/26/04 11:51,60.08,10
NYC,3/26/04 12:51,62.06,10
NYC,3/26/04 13:51,64.04,10
NYC,3/26/04 14:51,64.04,10
NYC,3/26/04 15:51,60.98,10
NYC,3/26/04 16:51,59,10
NYC,3/26/04 17:51,57.02,10
NYC,3/26/04 18:51,57.02,10
NYC,3/26/04 19:51,57.02,10
NYC,3/26/04 20:51,57.02,10
NYC,3/26/04 21:51,55.94,10
NYC,3/26/04 22:51,55.04,10
NYC,3/26/04 23:51,53.06,10
NYC,3/27/04 0:51,53.96,10
NYC,3/27/04 1:51,57.92,10
NYC,3/27/04 2:51,57.92,10
NYC,3/27/04 3:51,55.94,9
NYC,3/27/04 4:51,55.94,10
NYC,3/27/04 5:51,53.96,7
NYC,3/27/04 6:51,55.04,5
NYC,3/27/04 7:51,55.94,9
NYC,3/27/04 8:51,55.94,8
NYC,3/27/04 9:51,57.02,4
NYC,3/27/04 10:51,60.98,7
NYC,3/27/04 11:51,66.02,9
NYC,3/27/04 12:51,69.98,10
NYC,3/27/04 13:51,66.02,10
NYC,3/27/04 14:51,69.08,10
NYC,3/27/04 15:51,69.08,10
NYC,3/27/04 16:51,66.92,10
NYC,3/27/04 17:51,66.02,10
NYC,3/27/04 18:51,62.96,10
NYC,3/27/04 19:51,59,10
NYC,3/27/04 20:51,55.94,10
NYC,3/27/04 21:51,53.06,10
NYC,3/27/04 22:51,51.08,10
NYC,3/27/04 23:51,51.08,10
NYC,3/28/04 0:51,50,10
NYC,3/28/04 1:51,48.92,10
NYC,3/28/04 2:51,48.92,10
NYC,3/28/04 3:51,48.02,10
NYC,3/28/04 4:51,48.02,10
NYC,3/28/04 5:51,48.02,10
NYC,3/28/04 6:51,48.92,10
NYC,3/28/04 7:51,48.92,10
NYC,3/28/04 8:51,50,10
NYC,3/28/04 9:51,53.96,10
NYC,3/28/04 10:51,53.06,10
NYC,3/28/04 11:51,53.96,10
NYC,3/28/04 12:51,55.04,10
NYC,3/28/04 13:51,55.04,10
NYC,3/28/04 14:51,55.94,10
NYC,3/28/04 15:51,53.06,10
NYC,3/28/04 16:51,51.98,10
NYC,3/28/04 17:51,50,10
NYC,3/28/04 18:51,48.92,10
NYC,3/28/04 19:51,48.92,10
NYC,3/28/04 20:51,46.94,10
NYC,3/28/04 21:51,46.04,10
NYC,3/28/04 22:51,44.96,10
NYC,3/28/04 23:51,42.08,10
NYC,3/29/04 0:51,41,10
NYC,3/29/04 1:51,39.92,10
NYC,3/29/04 2:51,39.02,10
NYC,3/29/04 3:51,37.94,10
NYC,3/29/04 4:51,37.04,10
NYC,3/29/04 5:51,35.96,10
NYC,3/29/04 6:51,37.04,10
NYC,3/29/04 7:51,39.02,10
NYC,3/29/04 8:51,41,10
NYC,3/29/04 9:51,42.08,10
NYC,3/29/04 10:51,44.96,10
NYC,3/29/04 11:51,46.94,10
NYC,3/29/04 12:51,48.92,10
NYC,3/29/04 13:51,50,10
NYC,3/29/04 14:51,50,10
NYC,3/29/04 15:51,48.92,10
NYC,3/29/04 16:51,46.04,10
NYC,3/29/04 17:51,44.06,10
NYC,3/29/04 18:51,41,10
NYC,3/29/04 19:51,39.92,10
NYC,3/29/04 20:51,39.92,10
NYC,3/29/04 21:51,39.02,10
NYC,3/29/04 22:51,37.94,10
NYC,3/29/04 23:51,37.94,10
NYC,3/30/04 0:51,37.94,10
NYC,3/30/04 1:51,37.04,10
NYC,3/30/04 2:51,35.96,10
NYC,3/30/04 3:51,35.06,10
NYC,3/30/04 4:51,35.06,10
NYC,3/30/04 5:51,33.98,10
NYC,3/30/04 6:51,35.06,10
NYC,3/30/04 7:51,35.06,10
NYC,3/30/04 8:51,35.96,10
NYC,3/30/04 9:51,37.04,10
NYC,3/30/04 10:51,39.02,10
NYC,3/30/04 11:51,39.92,10
NYC,3/30/04 12:51,41,10
NYC,3/30/04 13:51,42.08,10
NYC,3/30/04 14:51,42.08,10
NYC,3/30/04 15:51,42.08,10
NYC,3/30/04 16:51,41,10
NYC,3/30/04 17:51,39.92,10
NYC,3/30/04 18:51,39.02,10
NYC,3/30/04 19:51,39.92,10
NYC,3/30/04 20:51,39.92,10
NYC,3/30/04 21:51,41,10
NYC,3/30/04 22:51,39.92,7
NYC,3/30/04 23:51,39.02,2.5
NYC,3/31/04 0:51,39.02,4
NYC,3/31/04 1:51,39.92,4
NYC,3/31/04 2:51,39.92,4
NYC,3/31/04 3:51,39.92,4
NYC,3/31/04 4:51,41,3
NYC,3/31/04 5:51,42.08,6
NYC,3/31/04 6:51,42.98,10
NYC,3/31/04 7:51,42.98,6
NYC,3/31/04 8:51,42.98,1.5
NYC,3/31/04 9:51,42.98,4
NYC,3/31/04 10:51,44.06,7
NYC,3/31/04 11:51,46.04,10
NYC,3/31/04 12:51,44.96,5
NYC,3/31/04 13:51,44.96,5
NYC,3/31/04 14:51,46.04,10
NYC,3/31/04 15:51,44.96,7
NYC,3/31/04 16:51,44.96,3
NYC,3/31/04 17:51,46.04,4
NYC,3/31/04 18:51,46.04,10
NYC,3/31/04 19:51,46.04,8
NYC,3/31/04 20:51,46.04,10
NYC,3/31/04 21:51,44.96,9
NYC,3/31/04 22:51,44.96,7
NYC,3/31/04 23:51,46.04,9
NYC,4/1/04 0:51,44.96,10
NYC,4/1/04 1:51,44.96,10
NYC,4/1/04 2:51,44.06,10
NYC,4/1/04 3:51,42.98,7
NYC,4/1/04 4:51,44.06,6
NYC,4/1/04 5:51,44.06,3
NYC,4/1/04 6:51,44.06,5
NYC,4/1/04 7:51,44.96,10
NYC,4/1/04 8:51,44.06,3
NYC,4/1/04 9:51,44.06,3
NYC,4/1/04 10:51,44.06,10
NYC,4/1/04 11:51,44.96,7
NYC,4/1/04 12:51,46.04,2.5
NYC,4/1/04 13:51,46.94,6
NYC,4/1/04 14:51,48.92,6
NYC,4/1/04 15:51,48.02,5
NYC,4/1/04 16:51,48.02,5
NYC,4/1/04 17:51,48.02,7
NYC,4/1/04 18:51,48.02,10
NYC,4/1/04 19:51,46.94,10
NYC,4/1/04 20:51,46.94,10
NYC,4/1/04 21:51,46.94,10
NYC,4/1/04 22:51,46.04,10
NYC,4/1/04 23:51,44.96,10
NYC,4/2/04 0:51,44.96,10
NYC,4/2/04 1:51,44.06,10
NYC,4/2/04 2:51,44.06,8
NYC,4/2/04 3:51,44.06,10
NYC,4/2/04 4:51,42.98,10
NYC,4/2/04 5:51,42.98,6
NYC,4/2/04 6:51,42.98,8
NYC,4/2/04 7:51,42.08,10
NYC,4/2/04 8:51,42.08,10
NYC,4/2/04 9:51,42.98,10
NYC,4/2/04 10:51,44.06,10
NYC,4/2/04 11:51,44.96,10
NYC,4/2/04 12:51,46.94,10
NYC,4/2/04 13:51,46.94,10
NYC,4/2/04 14:51,46.04,10
NYC,4/2/04 15:51,46.94,10
NYC,4/2/04 16:51,46.04,10
NYC,4/2/04 17:51,44.96,10
NYC,4/2/04 18:51,44.96,10
NYC,4/2/04 19:51,44.06,9
NYC,4/2/04 20:51,44.06,10
NYC,4/2/04 21:51,42.98,10
NYC,4/2/04 22:51,42.08,10
NYC,4/2/04 23:51,42.98,10
NYC,4/3/04 0:51,42.08,10
NYC,4/3/04 1:51,42.08,10
NYC,4/3/04 2:51,41,10
NYC,4/3/04 3:51,41,10
NYC,4/3/04 4:51,39.92,7
NYC,4/3/04 5:51,39.92,10
NYC,4/3/04 6:51,39.92,8
NYC,4/3/04 7:51,41,10
NYC,4/3/04 8:51,42.98,10
NYC,4/3/04 9:51,42.98,10
NYC,4/3/04 10:51,44.06,10
NYC,4/3/04 11:51,44.06,10
NYC,4/3/04 12:51,46.04,10
NYC,4/3/04 13:51,46.94,10
NYC,4/3/04 14:51,48.92,10
NYC,4/3/04 15:51,51.08,10
NYC,4/3/04 16:51,51.08,10
NYC,4/3/04 17:51,50,10
NYC,4/3/04 18:51,50,10
NYC,4/3/04 19:51,51.08,10
NYC,4/3/04 20:51,50,10
NYC,4/3/04 21:51,50,10
NYC,4/3/04 22:51,48.92,10
NYC,4/3/04 23:51,48.02,10
NYC,4/4/04 0:51,46.94,10
NYC,4/4/04 1:51,46.94,10
NYC,4/4/04 3:51,46.94,10
NYC,4/4/04 4:51,46.04,10
NYC,4/4/04 5:51,46.04,10
NYC,4/4/04 6:51,44.96,4
NYC,4/4/04 7:51,44.06,2.5
NYC,4/4/04 8:51,44.06,8
NYC,4/4/04 9:51,48.02,10
NYC,4/4/04 10:51,51.08,10
NYC,4/4/04 11:51,51.08,10
NYC,4/4/04 12:51,51.08,10
NYC,4/4/04 13:51,48.92,10
NYC,4/4/04 14:51,48.92,10
NYC,4/4/04 15:51,48.92,10
NYC,4/4/04 16:51,48.02,10
NYC,4/4/04 17:51,44.96,10
NYC,4/4/04 18:51,42.98,10
NYC,4/4/04 20:51,37.04,10
NYC,4/4/04 21:51,35.96,10
NYC,4/4/04 22:51,35.06,10
NYC,4/4/04 23:51,33.98,10
NYC,4/5/04 0:51,32,10
NYC,4/5/04 0:51,32,10
NYC,4/5/04 1:51,32,10
NYC,4/5/04 2:51,32,10
NYC,4/5/04 3:51,32,10
NYC,4/5/04 4:51,30.92,10
NYC,4/5/04 5:51,30.02,10
NYC,4/5/04 6:51,30.02,10
NYC,4/5/04 7:51,30.02,10
NYC,4/5/04 8:51,30.02,10
NYC,4/5/04 9:51,32,10
NYC,4/5/04 10:51,33.08,10
NYC,4/5/04 11:51,35.06,10
NYC,4/5/04 12:51,37.94,10
NYC,4/5/04 13:51,39.92,10
NYC,4/5/04 14:51,42.98,10
NYC,4/5/04 15:51,42.98,10
NYC,4/5/04 16:51,42.08,10
NYC,4/5/04 17:51,41,10
NYC,4/5/04 18:51,39.02,10
NYC,4/5/04 19:51,37.04,10
NYC,4/5/04 20:51,35.96,10
NYC,4/5/04 21:51,35.06,10
NYC,4/5/04 22:51,33.98,10
NYC,4/5/04 23:51,33.98,10
NYC,4/6/04 0:51,33.98,10
NYC,4/6/04 1:51,33.08,10
NYC,4/6/04 2:51,33.08,10
NYC,4/6/04 3:51,32,10
NYC,4/6/04 4:51,32,10
NYC,4/6/04 5:51,32,10
NYC,4/6/04 6:51,32,10
NYC,4/6/04 7:51,33.08,10
NYC,4/6/04 8:51,35.06,10
NYC,4/6/04 9:51,37.94,10
NYC,4/6/04 10:51,41,10
NYC,4/6/04 11:51,44.96,10
NYC,4/6/04 12:51,48.92,10
NYC,4/6/04 13:51,50,10
NYC,4/6/04 14:51,51.98,10
NYC,4/6/04 15:51,51.98,10
NYC,4/6/04 16:51,53.96,10
NYC,4/6/04 17:51,53.06,10
NYC,4/6/04 18:51,51.98,10
NYC,4/6/04 19:51,50,10
NYC,4/6/04 20:51,48.92,10
NYC,4/6/04 21:51,48.92,10
NYC,4/6/04 22:51,48.02,10
NYC,4/6/04 23:51,48.02,10
NYC,4/7/04 0:51,46.94,10
NYC,4/7/04 1:51,46.94,10
NYC,4/7/04 2:51,46.94,10
NYC,4/7/04 3:51,46.04,10
NYC,4/7/04 4:51,46.94,10
